Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,2.072457e+02,3.239203e+02,1.539151e+02,7.252123e-01,-6.038483e-01,-3.308087e-01
2,raalf,normal,2.140967e+02,3.420737e+02,1.331758e+02,1.920133e-01,-9.123945e-01,-3.614792e-01
3,lflac,normal,2.516380e+02,3.943904e+02,3.524549e+02,-6.749043e-01,9.408724e-03,7.378453e-01
4,rflac,normal,3.107322e+02,5.092088e+02,2.269123e+02,1.408304e-01,1.399709e-01,-9.800892e-01
5,lfsq,normal,4.466370e+02,3.791447e+02,4.734109e+02,-6.128249e-01,-3.056852e-01,7.286990e-01
6,rfsq,normal,5.221870e+02,5.453749e+02,2.881303e+02,4.661923e-02,6.391348e-01,7.676805e-01
7,lmax,normal,1.180500e+02,3.582484e+02,2.068041e+02,-6.781286e-01,7.264404e-01,-1.114722e-01
8,rmax,normal,1.314111e+02,3.986367e+02,1.029629e+02,-7.734457e-01,4.778960e-01,-4.164100e-01
9,lorb,normal,2.163687e+02,3.132083e+02,3.207898e+02,-8.496496e-01,4.878143e-01,2.003313e-01
10,rorb,normal,2.993644e+02,4.817462e+02,1.345233e+02,-6.563661e-01,2.736143e-01,7.030779e-01
11,lmaxna,normal,1.618639e+02,3.938875e+02,2.583723e+02,-6.552989e-01,6.718565e-01,3.452423e-01
12,rmaxna,normal,2.111174e+02,4.654075e+02,1.974023e+02,-7.546468e-01,5.466387e-01,3.628969e-01
13,lpto,normal,6.706891e+02,2.188965e+02,5.190513e+02,-1.932761e-01,-8.259026e-01,5.296500e-01
14,rpto,normal,8.089078e+02,4.626863e+02,2.431436e+02,4.399810e-01,3.167770e-01,-8.402792e-01
15,lsqzy,normal,5.512045e+02,2.144575e+02,4.939082e+02,6.308556e-01,-7.080243e-01,3.173685e-01
16,rsqzy,normal,6.892283e+02,4.908050e+02,1.879245e+02,5.510699e-01,7.689432e-01,-3.241119e-01
17,lzya,normal,3.390875e+02,2.259568e+02,4.029384e+02,-2.102104e-01,-8.550090e-02,9.739102e-01
18,rzya,normal,4.637827e+02,4.869607e+02,1.131287e+02,3.760048e-01,-1.121729e-01,9.198031e-01
19,brg,normal,5.583507e+02,4.766168e+02,4.347545e+02,2.719033e-01,7.126938e-01,6.466345e-01
20,pari,normal,7.028041e+02,4.460786e+02,4.684542e+02,-3.817959e-01,9.215720e-01,7.026238e-02
21,paro,normal,8.401862e+02,3.987563e+02,4.896485e+02,2.891012e-01,8.071622e-01,5.146937e-01
22,nas,normal,3.273708e+02,4.731820e+02,3.318843e+02,-3.768833e-01,8.030903e-01,4.615247e-01
23,nsl,normal,1.821643e+02,4.351950e+02,2.198994e+02,-4.606222e-01,7.420349e-01,4.870434e-01
24,ids,normal,1.064228e+02,3.596509e+02,1.171676e+02,-4.758809e-01,8.659388e-01,-1.539073e-01
25,leam,normal,6.650624e+02,1.832738e+02,4.737187e+02,5.285429e-01,-7.802402e-01,3.344660e-01
26,ream,normal,7.897324e+02,4.162606e+02,2.097498e+02,5.475452e-01,-1.694951e-01,-8.194301e-01
27,rpmn,normal,3.443844e+02,4.913107e+02,3.295658e+02,-6.614462e-01,5.731851e-01,4.836816e-01
28,lpmn,normal,3.278585e+02,4.644902e+02,3.391195e+02,-7.406740e-01,6.663868e-01,8.562046e-02
29,aapl,normal,3.385964e+02,1.812541e+02,1.729782e+02,-9.313305e-01,1.655259e-01,3.243834e-01
30,sial,normal,4.430756e+02,1.894287e+02,2.621162e+02,5.836129e-01,2.247528e-01,7.803091e-01
31,tmal,normal,5.961301e+02,9.678224e+01,3.644109e+02,3.564824e-01,-9.278281e-01,1.097967e-01
32,pmcl,normal,5.498358e+02,1.834855e+02,4.406383e+02,2.624179e-01,-6.735247e-01,6.910147e-01
33,iiaml,normal,3.095712e+02,1.626423e+02,7.120751e+01,-2.739943e-01,-8.888164e-01,-3.673317e-01
34,lsiar,normal,2.767031e+02,2.086224e+02,8.578888e+01,6.372571e-02,4.720433e-01,8.792691e-01
