Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,4.372768e+02,2.294400e+02,4.840037e+02,6.380326e-01,4.933960e-01,-5.911639e-01
2,raalf,normal,4.300227e+02,2.166501e+02,4.581412e+02,5.902674e-01,6.533300e-01,-4.740721e-01
3,lflac,normal,2.763867e+02,3.609099e+02,5.606912e+02,-1.649068e-01,9.262549e-01,3.389062e-01
4,rflac,normal,2.286152e+02,2.836003e+02,4.067714e+02,-9.379918e-01,-2.980436e-01,1.770348e-01
5,lfsq,normal,2.357892e+02,5.919677e+02,5.015550e+02,-2.518954e-01,1.053317e-01,9.620052e-01
6,rfsq,normal,1.689729e+02,4.689359e+02,2.849319e+02,-4.274349e-01,-7.688324e-01,-4.756008e-01
7,lmax,normal,4.055542e+02,1.537139e+02,5.629360e+02,3.192496e-02,-6.446097e-01,7.638450e-01
8,rmax,normal,3.864939e+02,1.181832e+02,4.836822e+02,-4.129038e-01,-8.748161e-01,2.533917e-01
9,lorb,normal,3.751313e+02,3.422328e+02,5.831912e+02,-7.002093e-01,-7.129483e-01,-3.757316e-02
10,rorb,normal,3.059432e+02,2.272973e+02,3.661769e+02,-4.307069e-01,-1.570442e-01,8.887231e-01
11,lmaxna,normal,3.256331e+02,2.332213e+02,5.640920e+02,-6.933813e-01,-7.091174e-01,-1.279640e-01
12,rmaxna,normal,2.997525e+02,1.895113e+02,4.702530e+02,-5.790821e-01,-4.399451e-01,6.863761e-01
13,lpto,normal,3.424863e+02,8.321693e+02,4.084078e+02,8.750290e-02,6.025237e-01,7.932897e-01
14,rpto,normal,2.211232e+02,6.540712e+02,7.081943e+01,-1.270131e-02,6.313252e-01,-7.754142e-01
15,lsqzy,normal,3.713804e+02,7.327602e+02,4.818534e+02,-5.063193e-02,4.949262e-01,8.674585e-01
16,rsqzy,normal,2.691505e+02,5.275651e+02,1.156272e+02,-4.303688e-01,-3.049900e-01,-8.495669e-01
17,lzya,normal,4.092823e+02,5.187368e+02,5.699115e+02,-8.543093e-01,8.870555e-02,-5.121397e-01
18,rzya,normal,3.001725e+02,3.256994e+02,2.264407e+02,-9.786662e-01,5.731641e-02,1.973001e-01
19,brg,normal,1.514715e+02,6.152627e+02,3.519958e+02,-8.785630e-01,3.047106e-01,3.678021e-01
20,pari,normal,1.569069e+02,7.561770e+02,2.789492e+02,-7.110880e-01,7.000687e-01,-6.525085e-02
21,paro,normal,1.900621e+02,8.709945e+02,1.984269e+02,-5.655831e-01,6.341473e-01,-5.272313e-01
22,nas,normal,2.113331e+02,3.831974e+02,4.645317e+02,-8.642773e-01,-3.254157e-01,3.835744e-01
23,nsl,normal,3.054579e+02,2.297285e+02,5.114038e+02,-6.620439e-01,-6.542644e-01,-3.655627e-01
24,ids,normal,4.290517e+02,1.167192e+02,5.172053e+02,-1.143039e-01,-2.950194e-01,9.486296e-01
25,leam,normal,4.038407e+02,8.179323e+02,3.901948e+02,1.006920e-01,9.695110e-01,2.234046e-01
26,ream,normal,3.042446e+02,6.415510e+02,6.300589e+01,-6.396146e-01,5.149407e-01,-5.707270e-01
27,rpmn,normal,2.090524e+02,3.688951e+02,4.393171e+02,-3.656812e-01,-5.654198e-01,7.393088e-01
28,lpmn,normal,2.156752e+02,3.913214e+02,4.762579e+02,-6.497071e-01,6.074947e-01,4.569803e-01
29,aapl,normal,5.351559e+02,3.916396e+02,4.332102e+02,-7.067366e-01,-6.664044e-01,2.375469e-01
30,sial,normal,4.994416e+02,4.993219e+02,3.979676e+02,-8.511037e-01,-4.829476e-01,-2.058742e-01
31,tmal,normal,5.312932e+02,7.303824e+02,3.640960e+02,-1.806353e-01,9.832402e-01,-2.468636e-02
32,pmcl,normal,4.248880e+02,7.085737e+02,4.421458e+02,2.509931e-01,9.069262e-01,3.383597e-01
33,iiaml,normal,6.147064e+02,3.036691e+02,3.854258e+02,9.289988e-01,-3.509027e-01,-1.175941e-01
34,lsiar,normal,5.669662e+02,2.687429e+02,4.195235e+02,-6.526437e-01,5.663648e-01,5.032763e-01
