Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,7.215057e+02,7.789865e+02,5.026400e+02,-1.673707e-01,-1.280174e-01,-9.775472e-01
2,raalf,normal,7.386199e+02,7.586282e+02,4.947979e+02,8.994901e-02,-5.852268e-02,-9.942254e-01
3,lflac,normal,5.673843e+02,7.100771e+02,6.270031e+02,4.533272e-02,-2.406368e-01,9.695560e-01
4,rflac,normal,6.635837e+02,5.692608e+02,5.815598e+02,-1.699583e-01,-2.198313e-01,9.606187e-01
5,lfsq,normal,3.412376e+02,6.042673e+02,5.555352e+02,-4.286413e-01,-4.083783e-01,8.059118e-01
6,rfsq,normal,4.965433e+02,4.189629e+02,4.971016e+02,5.142015e-01,-6.164140e-01,5.963479e-01
7,lmax,normal,7.776638e+02,8.378774e+02,5.845170e+02,5.736762e-01,5.329816e-01,6.219534e-01
8,rmax,normal,8.354935e+02,7.750867e+02,5.546193e+02,9.725087e-01,-1.446258e-01,1.825108e-01
9,lorb,normal,5.961465e+02,7.877046e+02,5.870895e+02,7.314932e-01,-2.869364e-01,6.185347e-01
10,rorb,normal,7.399446e+02,6.059036e+02,5.247048e+02,-2.576789e-01,4.829857e-01,8.368551e-01
11,lmaxna,normal,6.726199e+02,7.401318e+02,6.446038e+02,2.636950e-01,-1.120084e-01,9.580809e-01
12,rmaxna,normal,7.381752e+02,6.648263e+02,6.121916e+02,-5.832987e-01,5.099601e-02,8.106552e-01
13,lpto,normal,1.297630e+02,6.063943e+02,3.503376e+02,-8.171933e-01,5.689846e-01,9.193261e-02
14,rpto,normal,3.740926e+02,3.015946e+02,2.467028e+02,5.385893e-01,-7.209654e-01,-4.360394e-01
15,lsqzy,normal,2.258476e+02,6.860709e+02,4.061720e+02,-7.977446e-01,4.594864e-01,3.904812e-01
16,rsqzy,normal,4.872721e+02,3.515731e+02,2.982612e+02,3.626876e-01,-6.243878e-01,-6.918074e-01
17,lzya,normal,4.203537e+02,7.953651e+02,5.121600e+02,-4.655606e-01,-7.376789e-01,4.889614e-01
18,rzya,normal,6.690211e+02,4.783535e+02,4.027061e+02,-9.954177e-01,8.541132e-02,-4.299448e-02
19,brg,normal,3.451594e+02,4.572068e+02,5.132623e+02,-3.228211e-01,-6.899844e-01,6.478489e-01
20,pari,normal,2.197167e+02,3.934516e+02,4.128550e+02,-5.647712e-01,-8.178549e-01,1.102127e-01
21,paro,normal,1.378007e+02,3.548511e+02,3.020756e+02,-7.005053e-01,-7.012178e-01,-1.326115e-01
22,nas,normal,5.807842e+02,6.142416e+02,6.085701e+02,5.314623e-01,-6.674346e-01,5.216119e-01
23,nsl,normal,8.112095e+02,7.825159e+02,6.532061e+02,2.984922e-01,-3.340033e-01,8.940605e-01
24,ids,normal,8.193307e+02,8.280366e+02,5.559476e+02,5.987650e-01,3.060827e-01,7.401311e-01
25,leam,normal,1.748234e+02,6.516254e+02,2.990592e+02,-1.312591e-01,6.249542e-01,-7.695475e-01
26,ream,normal,4.052826e+02,3.478832e+02,2.106026e+02,-5.688030e-01,-8.224661e-01,-3.542074e-03
27,rpmn,normal,5.742631e+02,5.859835e+02,6.063693e+02,-2.365747e-01,-4.286506e-01,8.719467e-01
28,lpmn,normal,5.501021e+02,6.225063e+02,6.180305e+02,-2.679361e-01,-4.575094e-01,8.478771e-01
29,aapl,normal,5.799402e+02,7.855438e+02,3.749155e+02,9.672659e-01,-8.447372e-02,2.392924e-01
30,sial,normal,4.603219e+02,7.384606e+02,3.363854e+02,-8.026974e-01,1.086047e-01,5.864145e-01
31,tmal,normal,2.761800e+02,7.701079e+02,2.244721e+02,-9.196123e-01,3.053622e-01,-2.471176e-01
32,pmcl,normal,2.534199e+02,7.015333e+02,3.488762e+02,-8.154809e-01,5.328408e-01,2.259902e-01
33,iiaml,normal,6.863450e+02,8.247471e+02,3.175870e+02,-8.333229e-02,3.977611e-01,9.136967e-01
34,lsiar,normal,7.060337e+02,8.158568e+02,3.867280e+02,-5.038479e-01,-1.476171e-01,8.510855e-01
