Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,8.701462e+02,4.603149e+02,4.149264e+02,-9.404825e-01,3.354561e-01,5.442381e-02
2,raalf,normal,8.599058e+02,4.321386e+02,4.173153e+02,-7.097069e-01,4.009921e-02,-7.033549e-01
3,lflac,normal,7.515938e+02,6.071505e+02,4.952048e+02,2.639112e-01,8.196550e-01,5.084453e-01
4,rflac,normal,6.654437e+02,4.404260e+02,5.095122e+02,-8.284874e-01,-5.589076e-02,5.572116e-01
5,lfsq,normal,5.867733e+02,7.179121e+02,3.955650e+02,-1.424877e-01,9.258672e-01,3.499532e-01
6,rfsq,normal,4.715539e+02,4.792316e+02,4.179075e+02,-4.387950e-01,-6.295812e-01,6.411605e-01
7,lmax,normal,9.369877e+02,4.736853e+02,5.015459e+02,-1.045879e-01,-6.333121e-01,7.667967e-01
8,rmax,normal,9.016973e+02,3.874866e+02,5.105549e+02,3.349558e-01,-4.395770e-01,8.334127e-01
9,lorb,normal,8.375417e+02,5.962875e+02,4.415928e+02,-3.481177e-01,-4.918970e-01,7.980298e-01
10,rorb,normal,7.314086e+02,3.760094e+02,4.598157e+02,1.313032e-01,9.132898e-01,3.855662e-01
11,lmaxna,normal,8.515883e+02,5.173491e+02,5.279524e+02,-1.215234e-02,3.098868e-01,9.506958e-01
12,rmaxna,normal,7.732615e+02,4.371161e+02,5.351603e+02,1.599913e-01,5.971439e-01,7.860165e-01
13,lpto,normal,4.683877e+02,8.099590e+02,1.316530e+02,3.137853e-01,9.288814e-01,1.967693e-01
14,rpto,normal,2.961554e+02,4.538255e+02,1.683026e+02,-4.197578e-01,-7.261380e-01,-5.445427e-01
15,lsqzy,normal,5.935973e+02,7.939670e+02,2.032462e+02,-9.058046e-02,7.497891e-01,-6.554476e-01
16,rsqzy,normal,3.970238e+02,3.949443e+02,2.448054e+02,-4.103742e-01,-8.889309e-01,-2.034573e-01
17,lzya,normal,7.652020e+02,7.106874e+02,3.162224e+02,-9.433963e-01,1.722430e-01,2.834356e-01
18,rzya,normal,6.031614e+02,3.298961e+02,3.688049e+02,-8.148160e-01,-3.940709e-02,5.783787e-01
19,brg,normal,4.389453e+02,6.481306e+02,3.792199e+02,-6.286271e-01,-7.387983e-02,7.741897e-01
20,pari,normal,3.225294e+02,6.780156e+02,2.714886e+02,-7.795036e-01,2.718725e-01,5.643222e-01
21,paro,normal,2.428081e+02,6.987472e+02,1.466887e+02,-7.456822e-01,4.107229e-01,-5.246566e-01
22,nas,normal,6.525245e+02,5.526996e+02,4.960958e+02,3.545725e-01,5.029606e-01,7.882315e-01
23,nsl,normal,8.542867e+02,4.620212e+02,5.654245e+02,-5.742266e-01,-2.443849e-01,7.813706e-01
24,ids,normal,9.446506e+02,4.183983e+02,4.983726e+02,-1.544572e-01,-6.498861e-01,7.441713e-01
25,leam,normal,5.162528e+02,7.646099e+02,1.019742e+02,-2.387870e-01,8.467447e-01,-4.753990e-01
26,ream,normal,3.571326e+02,4.365717e+02,1.415024e+02,-9.707241e-01,1.461356e-01,-1.906281e-01
27,rpmn,normal,6.354811e+02,5.342053e+02,4.980402e+02,-4.733703e-01,8.672962e-02,8.765835e-01
28,lpmn,normal,6.567783e+02,5.759890e+02,4.929913e+02,-2.387242e-01,-4.568254e-03,9.710767e-01
29,aapl,normal,8.353936e+02,5.254021e+02,2.362996e+02,-1.311309e-01,-7.629387e-01,6.330318e-01
30,sial,normal,7.382427e+02,5.902935e+02,1.895076e+02,-8.808972e-01,1.582553e-01,4.460665e-01
31,tmal,normal,6.530024e+02,7.203054e+02,3.138037e+01,-2.848412e-01,4.021315e-01,-8.701469e-01
32,pmcl,normal,6.090138e+02,7.556653e+02,1.578955e+02,1.380844e-01,4.486377e-01,-8.829818e-01
33,iiaml,normal,9.135109e+02,4.439040e+02,2.066235e+02,8.343406e-01,2.678351e-02,-5.505982e-01
34,lsiar,normal,9.172072e+02,4.424484e+02,2.712859e+02,-2.054331e-01,9.197984e-01,3.343175e-01
