Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,5.383840e+02,8.135449e+02,2.790576e+02,1.676426e-02,-4.495209e-01,8.931126e-01
2,raalf,normal,5.143055e+02,8.126440e+02,2.681531e+02,-5.234478e-01,-6.596612e-02,8.495004e-01
3,lflac,normal,6.913961e+02,7.167637e+02,1.685048e+02,8.491879e-01,2.920885e-01,-4.399593e-01
4,rflac,normal,5.331827e+02,6.935845e+02,8.280450e+01,-8.305871e-02,-1.369889e-02,-9.964505e-01
5,lfsq,normal,7.539204e+02,4.829034e+02,1.714272e+02,9.334120e-01,2.119768e-02,-3.581799e-01
6,rfsq,normal,5.089677e+02,4.377232e+02,5.463989e+01,3.275621e-01,-2.295652e-01,-9.165167e-01
7,lmax,normal,5.767117e+02,9.210015e+02,2.644436e+02,-1.482541e-01,9.853053e-01,8.481844e-02
8,rmax,normal,4.981554e+02,9.114393e+02,2.200255e+02,-5.699841e-01,7.399733e-01,-3.571524e-01
9,lorb,normal,6.850631e+02,7.551417e+02,2.457880e+02,-3.674574e-01,2.041995e-01,-9.073464e-01
10,rorb,normal,4.689002e+02,7.383922e+02,1.424391e+02,9.570671e-01,2.720974e-01,-9.992716e-02
11,lmaxna,normal,6.451425e+02,8.187761e+02,1.641371e+02,2.357964e-01,5.445912e-01,-8.048730e-01
12,rmaxna,normal,5.363315e+02,8.427880e+02,1.311108e+02,-8.363820e-02,6.114427e-01,-7.868561e-01
13,lpto,normal,7.715112e+02,2.382701e+02,3.399767e+02,9.020205e-01,4.290781e-01,4.744486e-02
14,rpto,normal,4.193099e+02,1.906647e+02,1.543641e+02,-7.227890e-01,5.833460e-01,3.705179e-01
15,lsqzy,normal,7.757494e+02,3.665070e+02,3.354945e+02,6.787865e-01,-4.450682e-01,5.840918e-01
16,rsqzy,normal,3.881992e+02,3.290884e+02,1.449865e+02,-6.833155e-01,-6.909508e-01,-2.359383e-01
17,lzya,normal,7.477587e+02,5.968947e+02,3.271533e+02,3.249310e-01,-2.814862e-01,-9.028761e-01
18,rzya,normal,3.873508e+02,5.819248e+02,1.390342e+02,-3.888822e-01,-2.126777e-01,-8.964032e-01
19,brg,normal,6.567292e+02,3.562408e+02,9.013135e+01,1.923824e-01,-4.972612e-01,-8.460026e-01
20,pari,normal,6.546077e+02,2.179139e+02,1.233833e+02,1.086120e-01,-2.605629e-01,-9.593281e-01
21,paro,normal,6.389611e+02,8.282156e+01,1.917053e+02,1.448593e-01,-7.057394e-01,-6.935039e-01
22,nas,normal,6.272979e+02,6.697829e+02,9.356396e+01,-4.737996e-01,3.085465e-01,-8.248109e-01
23,nsl,normal,5.732230e+02,9.435774e+02,1.743945e+02,-1.597694e-01,5.266445e-01,-8.349367e-01
24,ids,normal,5.213117e+02,9.290648e+02,2.641265e+02,4.894905e-01,8.462458e-01,-2.103974e-01
25,leam,normal,7.310247e+02,2.528889e+02,3.889016e+02,4.152312e-01,-8.413999e-01,3.458747e-01
26,ream,normal,3.921156e+02,2.298428e+02,2.204349e+02,-2.939284e-01,-9.373343e-01,-1.871110e-01
27,rpmn,normal,6.068115e+02,6.530356e+02,7.862756e+01,4.297361e-01,-5.586626e-02,-9.012247e-01
28,lpmn,normal,6.497759e+02,6.624628e+02,1.043776e+02,-1.848734e-01,2.259451e-01,-9.564365e-01
29,aapl,normal,5.643337e+02,6.372846e+02,4.054753e+02,-1.880318e-01,9.340999e-01,-3.034821e-01
30,sial,normal,5.972685e+02,5.207774e+02,3.996261e+02,3.742411e-01,-8.847500e-01,-2.777787e-01
31,tmal,normal,6.698511e+02,3.351340e+02,4.881204e+02,4.051722e-01,-7.878314e-01,4.638502e-01
32,pmcl,normal,7.359247e+02,3.549449e+02,3.850665e+02,4.258637e-01,-8.389664e-01,3.387856e-01
33,iiaml,normal,4.735829e+02,7.088269e+02,4.628095e+02,-3.872877e-01,2.838284e-01,8.771828e-01
34,lsiar,normal,4.921118e+02,7.470671e+02,4.097391e+02,9.360180e-01,-1.198213e-01,-3.309276e-01
