Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,2.075251e+02,6.000205e+02,2.523058e+02,5.474049e-01,-4.184505e-02,-8.358210e-01
2,raalf,normal,2.063564e+02,6.255973e+02,2.515899e+02,9.193284e-01,-2.890774e-01,-2.669634e-01
3,lflac,normal,3.233041e+02,5.470728e+02,4.109709e+02,-2.052249e-02,-5.497384e-01,8.350847e-01
4,rflac,normal,3.166310e+02,7.050004e+02,4.050428e+02,-5.119674e-01,7.517899e-01,4.155736e-01
5,lfsq,normal,5.570184e+02,5.266071e+02,4.207949e+02,4.671259e-01,1.172429e-01,8.763832e-01
6,rfsq,normal,5.390926e+02,7.523040e+02,4.148062e+02,-8.124871e-02,6.807857e-01,7.279626e-01
7,lmax,normal,1.126713e+02,5.624932e+02,2.890507e+02,-9.139424e-01,-3.138501e-01,2.573082e-01
8,rmax,normal,1.055337e+02,6.452904e+02,2.902001e+02,-9.297704e-01,2.186188e-01,2.961969e-01
9,lorb,normal,2.820923e+02,5.093079e+02,3.372812e+02,-1.298827e-01,8.092725e-01,5.728948e-01
10,rorb,normal,2.594558e+02,7.209025e+02,3.214410e+02,-1.141762e-02,-7.998644e-01,6.000723e-01
11,lmaxna,normal,2.014082e+02,5.648120e+02,3.862576e+02,-4.071204e-01,-7.600824e-01,5.064858e-01
12,rmaxna,normal,2.060080e+02,6.689077e+02,3.888473e+02,-3.253646e-01,7.040203e-01,6.312632e-01
13,lpto,normal,7.987038e+02,4.540351e+02,2.506022e+02,-2.339334e-01,-9.645548e-01,-1.221035e-01
14,rpto,normal,7.666958e+02,8.535614e+02,2.413820e+02,-6.797614e-02,9.286048e-01,3.647912e-01
15,lsqzy,normal,6.692703e+02,4.316858e+02,2.793515e+02,7.629745e-01,-6.139296e-01,-2.023869e-01
16,rsqzy,normal,6.310066e+02,8.550189e+02,2.625734e+02,1.357902e-02,6.890609e-01,7.245762e-01
17,lzya,normal,4.383969e+02,4.356046e+02,3.069128e+02,3.557630e-01,2.631506e-01,8.967633e-01
18,rzya,normal,4.108939e+02,8.188552e+02,2.801442e+02,7.224735e-01,-1.887217e-01,6.651437e-01
19,brg,normal,6.711921e+02,6.545021e+02,4.288477e+02,2.303709e-01,-4.650524e-01,8.547839e-01
20,pari,normal,8.145919e+02,6.578321e+02,3.813649e+02,6.996258e-01,2.529651e-01,6.682308e-01
21,paro,normal,9.253370e+02,6.766655e+02,2.867772e+02,7.660522e-01,5.782152e-01,2.807688e-01
22,nas,normal,3.694567e+02,6.348069e+02,4.292550e+02,-6.674611e-01,-6.564891e-01,3.514508e-01
23,nsl,normal,8.416177e+01,6.077392e+02,3.668639e+02,-5.816059e-01,4.947953e-01,6.456873e-01
24,ids,normal,9.489584e+01,6.040785e+02,2.649662e+02,-8.800449e-01,-4.731311e-01,-4.083953e-02
25,leam,normal,7.558668e+02,4.579554e+02,1.969721e+02,6.856175e-01,-2.947444e-01,-6.656234e-01
26,ream,normal,7.222253e+02,8.350730e+02,1.833368e+02,7.686581e-01,5.687668e-01,-2.926927e-01
27,rpmn,normal,3.808510e+02,6.444982e+02,4.348368e+02,-6.838259e-02,6.585550e-01,7.494192e-01
28,lpmn,normal,3.843161e+02,6.178550e+02,4.347412e+02,-7.138937e-01,3.077737e-01,6.289923e-01
29,aapl,normal,3.594823e+02,5.412067e+02,1.676502e+02,-9.930518e-01,8.654507e-02,7.973775e-02
30,sial,normal,4.795322e+02,5.381177e+02,1.779559e+02,7.122238e-01,4.961238e-01,4.965869e-01
31,tmal,normal,6.536864e+02,4.474227e+02,9.537921e+01,9.802472e-01,-1.917426e-01,-4.847952e-02
32,pmcl,normal,6.713694e+02,4.387994e+02,2.242398e+02,8.840771e-01,-4.156503e-01,-2.136414e-01
33,iiaml,normal,2.803577e+02,5.829674e+02,7.741162e+01,-3.696701e-01,1.515016e-02,-9.290396e-01
34,lsiar,normal,2.457675e+02,5.892689e+02,1.389548e+02,2.704169e-01,-5.102029e-01,8.164360e-01
