Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,1.566597e+01,6.267149e+01,3.698682e+01,-3.647329e-02,-1.022954e-02,-9.254758e-02
2,raalf,normal,1.567136e+01,6.503966e+01,3.674426e+01,-1.666074e-02,1.291221e-03,-9.859388e-02
3,lflac,normal,3.230309e+01,5.677191e+01,5.032661e+01,5.309214e-02,-7.388671e-02,4.149670e-02
4,rflac,normal,3.126363e+01,7.468478e+01,4.895847e+01,2.492412e-02,6.558433e-02,7.125647e-02
5,lfsq,normal,5.478174e+01,5.368511e+01,4.442546e+01,4.505944e-02,-4.065767e-03,8.918025e-02
6,rfsq,normal,5.211671e+01,7.888596e+01,4.343175e+01,4.227892e-02,4.562306e-02,7.830088e-02
7,lmax,normal,8.470700e+00,6.001823e+01,4.488837e+01,-7.801962e-02,4.420209e-03,6.239713e-02
8,rmax,normal,7.893054e+00,6.916597e+01,4.352759e+01,-5.183700e-02,5.345500e-02,6.674945e-02
9,lorb,normal,2.593328e+01,5.242696e+01,4.432952e+01,-3.126709e-03,7.729809e-02,6.336583e-02
10,rorb,normal,2.411216e+01,7.697696e+01,4.201171e+01,-5.131511e-02,-4.766263e-02,7.137950e-02
11,lmaxna,normal,1.985569e+01,6.017841e+01,5.020955e+01,-1.551872e-02,8.151405e-02,5.580885e-02
12,rmaxna,normal,2.080026e+01,7.094492e+01,4.915435e+01,-1.146793e-02,-3.481995e-02,9.303794e-02
13,lpto,normal,7.596598e+01,4.681838e+01,2.649543e+01,7.447697e-02,-3.958898e-02,-5.372052e-02
14,rpto,normal,7.301658e+01,8.693816e+01,2.210601e+01,-2.686094e-03,9.353284e-02,-3.527597e-02
15,lsqzy,normal,6.211395e+01,4.386912e+01,2.897485e+01,3.682272e-02,-7.616793e-02,5.331543e-02
16,rsqzy,normal,5.847519e+01,8.800995e+01,2.523072e+01,1.749518e-02,9.759252e-02,-1.302376e-02
17,lzya,normal,3.919717e+01,4.455111e+01,3.597893e+01,5.597103e-02,4.981939e-02,6.622137e-02
18,rzya,normal,3.562323e+01,8.485403e+01,3.335756e+01,5.759819e-02,-7.049061e-02,4.139470e-02
19,brg,normal,6.460178e+01,6.843185e+01,4.248485e+01,3.919664e-02,5.474065e-03,9.183495e-02
20,pari,normal,7.752022e+01,6.814616e+01,3.548554e+01,8.138341e-02,1.943210e-02,5.476435e-02
21,paro,normal,8.881579e+01,6.834431e+01,2.500549e+01,9.845100e-02,-7.683493e-03,1.575957e-02
22,nas,normal,3.741046e+01,6.604560e+01,5.066250e+01,-5.305384e-02,-6.969200e-03,8.447910e-02
23,nsl,normal,1.340583e+01,6.574303e+01,5.156092e+01,7.987609e-03,8.606429e-02,5.029052e-02
24,ids,normal,5.737470e+00,6.374585e+01,4.279971e+01,-5.828332e-02,-1.649625e-02,7.956713e-02
25,leam,normal,7.022227e+01,4.631458e+01,1.948993e+01,7.740117e-02,-4.819622e-02,-4.106318e-02
26,ream,normal,6.758153e+01,8.515383e+01,1.679203e+01,7.489058e-02,4.797142e-02,-4.571808e-02
27,rpmn,normal,3.863682e+01,6.861861e+01,5.006124e+01,8.728667e-02,-1.521599e-02,4.636281e-02
28,lpmn,normal,3.938569e+01,6.340636e+01,5.087531e+01,-4.305126e-02,2.756344e-02,8.594675e-02
29,aapl,normal,2.808039e+01,5.634990e+01,2.194810e+01,-8.252717e-02,-2.207795e-02,5.197915e-02
30,sial,normal,3.962130e+01,5.634277e+01,2.071097e+01,-2.256155e-02,-6.484371e-02,7.270674e-02
31,tmal,normal,5.742968e+01,4.632065e+01,9.105164e+00,6.527530e-02,-6.709099e-02,-3.518431e-02
32,pmcl,normal,5.988824e+01,4.494738e+01,2.342971e+01,9.994601e-02,3.124840e-04,-3.270755e-03
33,iiaml,normal,1.844607e+01,6.040777e+01,1.533072e+01,-8.963239e-02,-5.062664e-03,4.405002e-02
34,lsiar,normal,1.687540e+01,6.072221e+01,2.167690e+01,4.575988e-02,-6.887881e-02,5.622937e-02
