Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,7.725400e+02,7.191380e+02,3.919520e+02,-2.685760e-01,-2.820413e-01,-9.210427e-01
2,raalf,normal,7.887727e+02,7.055253e+02,3.967424e+02,2.333246e-01,-2.850614e-01,-9.296772e-01
3,lflac,normal,5.876062e+02,6.716317e+02,5.044053e+02,-6.820704e-01,7.189925e-01,-1.335282e-01
4,rflac,normal,7.063177e+02,5.605309e+02,5.482718e+02,3.575742e-01,-5.580891e-01,7.487838e-01
5,lfsq,normal,4.050527e+02,5.047372e+02,4.483320e+02,-4.039453e-01,-3.749005e-01,8.344327e-01
6,rfsq,normal,5.876349e+02,3.464761e+02,5.058742e+02,-9.221125e-02,-2.204507e-01,9.710296e-01
7,lmax,normal,7.994405e+02,8.150682e+02,4.422060e+02,1.973154e-01,7.708445e-01,6.056942e-01
8,rmax,normal,8.595238e+02,7.588380e+02,4.625032e+02,7.361749e-01,3.835161e-01,5.576397e-01
9,lorb,normal,6.068313e+02,7.333313e+02,4.380316e+02,5.124413e-01,3.490510e-01,7.845810e-01
10,rorb,normal,7.872329e+02,5.691536e+02,4.986664e+02,-7.641903e-01,4.521481e-01,4.599732e-01
11,lmaxna,normal,6.846492e+02,7.404585e+02,5.233982e+02,2.976305e-01,2.159191e-01,9.299436e-01
12,rmaxna,normal,7.690511e+02,6.727520e+02,5.483621e+02,-3.036430e-01,3.565924e-01,8.835399e-01
13,lpto,normal,2.462775e+02,3.689838e+02,2.257603e+02,-4.461095e-01,6.106382e-01,-6.542991e-01
14,rpto,normal,5.408774e+02,1.028517e+02,3.011149e+02,6.416007e-01,-1.609540e-01,7.499617e-01
15,lsqzy,normal,3.213924e+02,4.930116e+02,2.576404e+02,-8.121037e-01,-4.952297e-02,-5.814077e-01
16,rsqzy,normal,6.333994e+02,2.025743e+02,3.631459e+02,4.166351e-01,-8.607432e-01,2.924658e-01
17,lzya,normal,4.669200e+02,6.642147e+02,3.322266e+02,5.712208e-01,-8.207850e-01,4.326202e-03
18,rzya,normal,7.715941e+02,3.992263e+02,4.352268e+02,-6.525654e-01,-3.653148e-01,6.638550e-01
19,brg,normal,4.225980e+02,3.462156e+02,4.744232e+02,-3.538674e-01,-7.082583e-01,6.108584e-01
20,pari,normal,3.422450e+02,2.246294e+02,4.049073e+02,-7.738850e-01,-6.200181e-01,1.291500e-01
21,paro,normal,2.921313e+02,1.303841e+02,3.116440e+02,-6.368959e-01,-4.681962e-01,-6.124998e-01
22,nas,normal,6.179824e+02,5.886466e+02,5.387182e+02,2.099442e-01,6.699261e-01,7.121252e-01
23,nsl,normal,8.123050e+02,8.048292e+02,5.436434e+02,4.139689e-01,-1.895713e-01,8.903328e-01
24,ids,normal,8.508101e+02,8.006399e+02,4.275926e+02,1.494741e-01,-1.622683e-01,9.753597e-01
25,leam,normal,2.921775e+02,3.911329e+02,1.646217e+02,-6.950034e-01,3.666406e-01,-6.185021e-01
26,ream,normal,5.798470e+02,1.273550e+02,2.604740e+02,-1.655545e-01,-9.836535e-01,7.083472e-02
27,rpmn,normal,6.196489e+02,5.540371e+02,5.428777e+02,2.783736e-01,2.053852e-01,9.382564e-01
28,lpmn,normal,5.901907e+02,5.864766e+02,5.379858e+02,-6.229625e-01,-1.756699e-02,7.820544e-01
29,aapl,normal,6.670975e+02,6.322380e+02,2.249668e+02,4.413960e-01,-8.188501e-01,3.669523e-01
30,sial,normal,5.752843e+02,5.476384e+02,2.133990e+02,-2.561691e-01,-6.596631e-01,7.065565e-01
31,tmal,normal,4.116730e+02,4.616644e+02,7.578154e+01,-8.517694e-01,-4.671752e-01,-2.371416e-01
32,pmcl,normal,3.531852e+02,4.778141e+02,2.057678e+02,-8.782077e-01,-7.583603e-02,-4.722288e-01
33,iiaml,normal,7.817574e+02,6.636068e+02,1.847616e+02,2.901265e-01,6.021237e-01,-7.438236e-01
34,lsiar,normal,7.819169e+02,6.831300e+02,2.406428e+02,-8.704454e-01,-9.869344e-02,4.822701e-01
