Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,7.967561e+02,5.784738e+02,2.194337e+02,0.000000e+00,0.000000e+00,1.000000e+00
2,raalf,normal,8.028776e+02,5.552494e+02,2.293494e+02,0.000000e+00,0.000000e+00,1.000000e+00
3,lflac,normal,6.703494e+02,6.732952e+02,3.472398e+02,-5.786851e-01,7.442469e-01,3.334966e-01
4,rflac,normal,6.946576e+02,5.244642e+02,4.115089e+02,0.000000e+00,0.000000e+00,1.000000e+00
5,lfsq,normal,4.143254e+02,6.496459e+02,3.629210e+02,0.000000e+00,0.000000e+00,1.000000e+00
6,rfsq,normal,4.740409e+02,4.366754e+02,4.454825e+02,0.000000e+00,0.000000e+00,1.000000e+00
7,lmax,normal,8.780328e+02,6.433408e+02,2.437897e+02,0.000000e+00,0.000000e+00,1.000000e+00
8,rmax,normal,9.001630e+02,5.652490e+02,2.718774e+02,0.000000e+00,0.000000e+00,1.000000e+00
9,lorb,normal,6.959967e+02,6.929813e+02,2.728358e+02,0.000000e+00,0.000000e+00,1.000000e+00
10,rorb,normal,7.606083e+02,4.840457e+02,3.506458e+02,0.000000e+00,0.000000e+00,1.000000e+00
11,lmaxna,normal,7.771201e+02,6.652136e+02,3.340120e+02,2.571367e-01,8.350141e-01,4.864486e-01
12,rmaxna,normal,8.271394e+02,5.705961e+02,3.609501e+02,3.543318e-01,5.747802e-01,7.376155e-01
13,lpto,normal,1.773691e+02,5.997908e+02,1.982846e+02,0.000000e+00,0.000000e+00,1.000000e+00
14,rpto,normal,2.672878e+02,2.451276e+02,3.203825e+02,0.000000e+00,0.000000e+00,1.000000e+00
15,lsqzy,normal,3.080081e+02,6.635760e+02,1.925228e+02,0.000000e+00,0.000000e+00,1.000000e+00
16,rsqzy,normal,3.979750e+02,2.652376e+02,3.474232e+02,0.000000e+00,0.000000e+00,1.000000e+00
17,lzya,normal,5.196724e+02,6.999791e+02,1.963678e+02,0.000000e+00,0.000000e+00,1.000000e+00
18,rzya,normal,6.251319e+02,3.508713e+02,3.472456e+02,0.000000e+00,0.000000e+00,1.000000e+00
19,brg,normal,3.402474e+02,5.105553e+02,4.272646e+02,0.000000e+00,0.000000e+00,1.000000e+00
20,pari,normal,1.893302e+02,4.575572e+02,3.765380e+02,0.000000e+00,0.000000e+00,1.000000e+00
21,paro,normal,8.740556e+01,3.959451e+02,3.046315e+02,0.000000e+00,0.000000e+00,1.000000e+00
22,nas,normal,6.290259e+02,5.908406e+02,4.058797e+02,0.000000e+00,0.000000e+00,1.000000e+00
23,nsl,normal,9.134214e+02,6.373944e+02,3.208665e+02,3.654235e-01,4.694117e-01,8.038148e-01
24,ids,normal,9.131141e+02,5.917607e+02,2.315785e+02,0.000000e+00,0.000000e+00,1.000000e+00
25,leam,normal,2.177417e+02,5.835106e+02,1.240643e+02,0.000000e+00,0.000000e+00,1.000000e+00
26,ream,normal,3.074464e+02,2.358018e+02,2.643127e+02,0.000000e+00,0.000000e+00,1.000000e+00
27,rpmn,normal,6.196702e+02,5.733124e+02,4.123572e+02,0.000000e+00,0.000000e+00,1.000000e+00
28,lpmn,normal,6.172242e+02,6.046444e+02,4.036797e+02,0.000000e+00,0.000000e+00,1.000000e+00
29,aapl,normal,6.330490e+02,5.645914e+02,1.134927e+02,0.000000e+00,0.000000e+00,1.000000e+00
30,sial,normal,5.049923e+02,5.509048e+02,1.151725e+02,0.000000e+00,0.000000e+00,1.000000e+00
31,tmal,normal,3.268265e+02,5.693132e+02,2.444126e+01,0.000000e+00,0.000000e+00,1.000000e+00
32,pmcl,normal,3.031544e+02,6.255968e+02,1.402429e+02,0.000000e+00,0.000000e+00,1.000000e+00
33,iiaml,normal,7.314021e+02,5.120171e+02,5.535840e+01,0.000000e+00,0.000000e+00,1.000000e+00
34,lsiar,normal,7.581777e+02,5.335248e+02,1.097425e+02,0.000000e+00,0.000000e+00,1.000000e+00
