Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,7.308214e+02,2.762842e+02,3.577514e+02,0.000000e+00,0.000000e+00,1.000000e+00
2,raalf,normal,7.105410e+02,2.652305e+02,3.629636e+02,0.000000e+00,0.000000e+00,1.000000e+00
3,lflac,normal,7.494753e+02,4.457600e+02,4.745601e+02,0.000000e+00,0.000000e+00,1.000000e+00
4,rflac,normal,6.054374e+02,3.735067e+02,5.130425e+02,0.000000e+00,0.000000e+00,1.000000e+00
5,lfsq,normal,6.536849e+02,6.792337e+02,4.304285e+02,0.000000e+00,0.000000e+00,1.000000e+00
6,rfsq,normal,4.560861e+02,5.661512e+02,4.832825e+02,0.000000e+00,0.000000e+00,1.000000e+00
7,lmax,normal,8.099335e+02,2.130225e+02,4.014498e+02,0.000000e+00,0.000000e+00,1.000000e+00
8,rmax,normal,7.389203e+02,1.749278e+02,4.243139e+02,0.000000e+00,0.000000e+00,1.000000e+00
9,lorb,normal,7.926240e+02,4.139482e+02,4.090062e+02,0.000000e+00,0.000000e+00,1.000000e+00
10,rorb,normal,5.930565e+02,2.998638e+02,4.501337e+02,0.000000e+00,0.000000e+00,1.000000e+00
11,lmaxna,normal,7.749761e+02,3.386554e+02,4.872262e+02,-5.798658e-02,-4.630353e-01,8.844410e-01
12,rmaxna,normal,6.893942e+02,2.797873e+02,5.085770e+02,-1.435805e-01,-3.834334e-01,9.123396e-01
13,lpto,normal,5.788240e+02,8.771702e+02,2.072093e+02,0.000000e+00,0.000000e+00,1.000000e+00
14,rpto,normal,2.476853e+02,6.939647e+02,3.139581e+02,0.000000e+00,0.000000e+00,1.000000e+00
15,lsqzy,normal,6.640924e+02,7.753103e+02,2.547608e+02,0.000000e+00,0.000000e+00,1.000000e+00
16,rsqzy,normal,3.009081e+02,5.764791e+02,3.438689e+02,0.000000e+00,0.000000e+00,1.000000e+00
17,lzya,normal,7.800073e+02,5.700831e+02,3.195091e+02,0.000000e+00,0.000000e+00,1.000000e+00
18,rzya,normal,4.336544e+02,3.870789e+02,3.984274e+02,0.000000e+00,0.000000e+00,1.000000e+00
19,brg,normal,4.856548e+02,7.189575e+02,4.490548e+02,0.000000e+00,0.000000e+00,1.000000e+00
20,pari,normal,4.082098e+02,8.302921e+02,3.802213e+02,0.000000e+00,0.000000e+00,1.000000e+00
21,paro,normal,3.467391e+02,9.111514e+02,2.838270e+02,0.000000e+00,0.000000e+00,1.000000e+00
22,nas,normal,6.628278e+02,4.461470e+02,5.079224e+02,0.000000e+00,0.000000e+00,1.000000e+00
23,nsl,normal,7.943484e+02,1.954128e+02,4.978988e+02,0.000000e+00,0.000000e+00,1.000000e+00
24,ids,normal,7.772056e+02,1.731557e+02,3.936615e+02,0.000000e+00,0.000000e+00,1.000000e+00
25,leam,normal,5.901661e+02,8.327010e+02,1.682187e+02,0.000000e+00,0.000000e+00,1.000000e+00
26,ream,normal,2.565763e+02,6.504794e+02,2.460678e+02,0.000000e+00,0.000000e+00,1.000000e+00
27,rpmn,normal,6.309702e+02,4.695624e+02,5.160061e+02,0.000000e+00,0.000000e+00,1.000000e+00
28,lpmn,normal,6.642442e+02,4.787223e+02,5.083778e+02,0.000000e+00,0.000000e+00,1.000000e+00
29,aapl,normal,6.910465e+02,4.183845e+02,2.212278e+02,0.000000e+00,0.000000e+00,1.000000e+00
30,sial,normal,6.508264e+02,5.318317e+02,2.026866e+02,0.000000e+00,0.000000e+00,1.000000e+00
31,tmal,normal,6.390724e+02,6.973733e+02,5.840305e+01,0.000000e+00,0.000000e+00,1.000000e+00
32,pmcl,normal,6.509984e+02,7.470677e+02,1.924607e+02,0.000000e+00,0.000000e+00,1.000000e+00
33,iiaml,normal,6.955286e+02,2.987739e+02,1.750163e+02,0.000000e+00,0.000000e+00,1.000000e+00
34,lsiar,normal,7.074429e+02,2.853274e+02,2.389358e+02,0.000000e+00,0.000000e+00,1.000000e+00
