Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,7.308214e+02,2.762842e+02,3.577514e+02,-5.745680e-01,4.101053e-01,-7.082975e-01
2,raalf,normal,7.105410e+02,2.652305e+02,3.629636e+02,-7.049528e-01,1.901908e-01,-6.832781e-01
3,lflac,normal,7.494753e+02,4.457600e+02,4.745601e+02,3.494903e-01,4.338832e-01,8.304226e-01
4,rflac,normal,6.054374e+02,3.735067e+02,5.130425e+02,-2.332121e-01,-1.563635e-01,9.597721e-01
5,lfsq,normal,6.536849e+02,6.792337e+02,4.304285e+02,2.409825e-01,5.112721e-01,8.249414e-01
6,rfsq,normal,4.560861e+02,5.661512e+02,4.832825e+02,6.024805e-02,7.547713e-01,6.532155e-01
7,lmax,normal,8.099335e+02,2.130225e+02,4.014498e+02,7.730051e-01,-4.628159e-01,4.338947e-01
8,rmax,normal,7.389203e+02,1.749278e+02,4.243139e+02,1.994968e-01,-6.944577e-01,6.913245e-01
9,lorb,normal,7.926240e+02,4.139482e+02,4.090062e+02,-2.405251e-01,-3.529560e-01,9.041956e-01
10,rorb,normal,5.930565e+02,2.998638e+02,4.501337e+02,8.285470e-01,-6.744651e-02,5.558425e-01
11,lmaxna,normal,7.614207e+02,3.654659e+02,4.964385e+02,4.896606e-01,-1.299181e-01,8.621797e-01
12,rmaxna,normal,6.872966e+02,2.845178e+02,5.103415e+02,2.038267e-01,-3.111306e-01,9.282524e-01
13,lpto,normal,5.788240e+02,8.771702e+02,2.072093e+02,9.599647e-01,1.682383e-01,-2.239723e-01
14,rpto,normal,2.476853e+02,6.939647e+02,3.139581e+02,-8.015122e-01,3.399063e-01,4.919775e-01
15,lsqzy,normal,6.640924e+02,7.753103e+02,2.547608e+02,6.237767e-01,6.122236e-01,4.858856e-01
16,rsqzy,normal,3.009081e+02,5.764791e+02,3.438689e+02,-6.322330e-01,-2.122589e-01,7.451360e-01
17,lzya,normal,7.800073e+02,5.700831e+02,3.195091e+02,-5.326381e-01,3.554145e-01,7.680998e-01
18,rzya,normal,4.336544e+02,3.870789e+02,3.984274e+02,-4.429680e-01,4.848195e-01,7.541414e-01
19,brg,normal,4.856548e+02,7.189575e+02,4.490548e+02,1.571310e-01,5.061300e-01,8.480226e-01
20,pari,normal,4.082098e+02,8.302921e+02,3.802213e+02,-8.982995e-01,3.832217e-01,2.149401e-01
21,paro,normal,3.467391e+02,9.111514e+02,2.838270e+02,-3.619659e-01,9.321870e-01,-2.836798e-03
22,nas,normal,6.628278e+02,4.461470e+02,5.079224e+02,-6.748914e-01,5.463484e-02,7.358918e-01
23,nsl,normal,7.943484e+02,1.954128e+02,4.978988e+02,-2.115338e-01,-2.542407e-01,9.437240e-01
24,ids,normal,7.772056e+02,1.731557e+02,3.936615e+02,7.134470e-01,-6.025167e-02,6.981138e-01
25,leam,normal,5.901661e+02,8.327010e+02,1.682187e+02,3.191832e-01,5.330091e-01,-7.835966e-01
26,ream,normal,2.565763e+02,6.504794e+02,2.460678e+02,-8.771833e-01,4.302934e-01,2.130659e-01
27,rpmn,normal,6.309702e+02,4.695624e+02,5.160061e+02,-1.761321e-01,3.666323e-01,9.135416e-01
28,lpmn,normal,6.642442e+02,4.787223e+02,5.083778e+02,-7.984492e-02,1.586980e-01,9.840934e-01
29,aapl,normal,6.910465e+02,4.183845e+02,2.212278e+02,-3.746711e-01,-6.484817e-01,6.626409e-01
30,sial,normal,6.508264e+02,5.318317e+02,2.026866e+02,-2.917736e-01,8.512651e-01,4.361376e-01
31,tmal,normal,6.390724e+02,6.973733e+02,5.840305e+01,1.266901e-01,8.500721e-01,-5.112015e-01
32,pmcl,normal,6.509984e+02,7.470677e+02,1.924607e+02,5.476301e-01,5.999070e-01,-5.832778e-01
33,iiaml,normal,6.955286e+02,2.987739e+02,1.750163e+02,4.919288e-01,-5.484919e-01,-6.761381e-01
34,lsiar,normal,7.074429e+02,2.853274e+02,2.389358e+02,6.474357e-02,7.033491e-01,7.078901e-01
