Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,2.472900e+02,6.320612e+02,1.916183e+02,0.000000e+00,0.000000e+00,1.000000e+00
2,raalf,normal,2.556843e+02,6.547119e+02,2.033086e+02,0.000000e+00,0.000000e+00,1.000000e+00
3,lflac,normal,2.799833e+02,4.735821e+02,3.239954e+02,0.000000e+00,0.000000e+00,1.000000e+00
4,rflac,normal,3.173564e+02,6.154120e+02,4.033382e+02,0.000000e+00,0.000000e+00,1.000000e+00
5,lfsq,normal,4.843415e+02,3.551624e+02,3.847557e+02,0.000000e+00,0.000000e+00,1.000000e+00
6,rfsq,normal,5.142100e+02,5.604652e+02,4.855634e+02,0.000000e+00,0.000000e+00,1.000000e+00
7,lmax,normal,1.398098e+02,6.220858e+02,1.892948e+02,0.000000e+00,0.000000e+00,1.000000e+00
8,rmax,normal,1.612408e+02,6.969643e+02,2.291303e+02,0.000000e+00,0.000000e+00,1.000000e+00
9,lorb,normal,2.581192e+02,4.858635e+02,2.410005e+02,0.000000e+00,0.000000e+00,1.000000e+00
10,rorb,normal,3.031815e+02,6.834988e+02,3.397561e+02,0.000000e+00,0.000000e+00,1.000000e+00
11,lmaxna,normal,1.779615e+02,5.520134e+02,2.913259e+02,0.000000e+00,0.000000e+00,1.000000e+00
12,rmaxna,normal,1.913139e+02,6.487169e+02,3.309169e+02,0.000000e+00,0.000000e+00,1.000000e+00
13,lpto,normal,7.466934e+02,2.602502e+02,2.856089e+02,0.000000e+00,0.000000e+00,1.000000e+00
14,rpto,normal,8.277777e+02,6.044875e+02,4.505496e+02,0.000000e+00,0.000000e+00,1.000000e+00
15,lsqzy,normal,6.074857e+02,2.869842e+02,2.448753e+02,0.000000e+00,0.000000e+00,1.000000e+00
16,rsqzy,normal,6.970502e+02,6.512345e+02,4.354948e+02,0.000000e+00,0.000000e+00,1.000000e+00
17,lzya,normal,4.016136e+02,3.720641e+02,2.078539e+02,0.000000e+00,0.000000e+00,1.000000e+00
18,rzya,normal,4.741552e+02,7.201396e+02,3.809537e+02,0.000000e+00,0.000000e+00,1.000000e+00
19,brg,normal,5.973989e+02,4.197452e+02,4.819226e+02,0.000000e+00,0.000000e+00,1.000000e+00
20,pari,normal,7.430975e+02,3.808459e+02,4.814682e+02,0.000000e+00,0.000000e+00,1.000000e+00
21,paro,normal,8.715150e+02,3.685107e+02,4.544185e+02,0.000000e+00,0.000000e+00,1.000000e+00
22,nas,normal,3.261846e+02,5.242509e+02,4.002508e+02,-7.185865e-01,-1.721326e-01,6.737980e-01
23,nsl,normal,8.823212e+01,6.445988e+02,2.619244e+02,0.000000e+00,0.000000e+00,1.000000e+00
24,ids,normal,1.409479e+02,6.735797e+02,1.738099e+02,0.000000e+00,0.000000e+00,1.000000e+00
25,leam,normal,7.374637e+02,2.934103e+02,2.240573e+02,0.000000e+00,0.000000e+00,1.000000e+00
26,ream,normal,8.193226e+02,6.304150e+02,3.859644e+02,0.000000e+00,0.000000e+00,1.000000e+00
27,rpmn,normal,3.412576e+02,5.431603e+02,4.175182e+02,0.000000e+00,0.000000e+00,1.000000e+00
28,lpmn,normal,3.421274e+02,4.930966e+02,3.967657e+02,0.000000e+00,0.000000e+00,1.000000e+00
29,aapl,normal,4.081245e+02,5.530000e+02,1.227337e+02,0.000000e+00,0.000000e+00,1.000000e+00
30,sial,normal,5.065542e+02,4.904216e+02,1.531761e+02,0.000000e+00,0.000000e+00,1.000000e+00
31,tmal,normal,6.820776e+02,3.855193e+02,8.669842e+01,0.000000e+00,0.000000e+00,1.000000e+00
32,pmcl,normal,6.275235e+02,3.220876e+02,2.004057e+02,0.000000e+00,0.000000e+00,1.000000e+00
33,iiaml,normal,3.694193e+02,6.473618e+02,5.211914e+01,0.000000e+00,0.000000e+00,1.000000e+00
34,lsiar,normal,3.171141e+02,6.451881e+02,1.003060e+02,0.000000e+00,0.000000e+00,1.000000e+00
