Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,2.199405e+02,3.625212e+02,7.215712e+02,2.752574e-02,-8.119275e-01,-5.831090e-01
2,raalf,normal,1.976149e+02,3.706590e+02,7.032306e+02,2.552828e-01,-9.403506e-01,-2.248809e-01
3,lflac,normal,3.923220e+02,4.728182e+02,6.647857e+02,2.928792e-01,8.278131e-01,4.784842e-01
4,rflac,normal,2.559627e+02,5.264264e+02,5.745211e+02,-4.371339e-01,8.807895e-01,1.819991e-01
5,lfsq,normal,5.535730e+02,4.257510e+02,4.750095e+02,5.985160e-01,8.009988e-01,1.340042e-02
6,rfsq,normal,3.579139e+02,4.987068e+02,3.380133e+02,-4.107877e-01,8.941145e-01,-1.783617e-01
7,lmax,normal,2.060708e+02,4.035917e+02,8.210612e+02,4.060545e-01,1.276766e-01,9.048859e-01
8,rmax,normal,1.341404e+02,4.272879e+02,7.771721e+02,-7.014989e-01,5.322781e-01,4.738979e-01
9,lorb,normal,3.675071e+02,3.992961e+02,7.172793e+02,-3.843803e-01,8.464912e-01,-3.683809e-01
10,rorb,normal,1.830933e+02,4.657231e+02,5.912401e+02,6.092930e-01,4.272082e-01,6.680234e-01
11,lmaxna,normal,2.626181e+02,4.679201e+02,7.893609e+02,4.007598e-01,-4.244827e-01,8.119150e-01
12,rmaxna,normal,1.884262e+02,5.070753e+02,7.173687e+02,1.599125e-01,8.967692e-01,4.125930e-01
13,lpto,normal,6.699191e+02,1.999442e+02,3.129183e+02,3.917423e-01,-5.470104e-01,7.398092e-01
14,rpto,normal,3.593868e+02,3.071436e+02,8.503671e+01,-2.646226e-01,6.008056e-01,-7.543258e-01
15,lsqzy,normal,6.309038e+02,2.296077e+02,4.337774e+02,6.438182e-01,-7.651730e-01,2.927264e-03
16,rsqzy,normal,2.833280e+02,3.697188e+02,1.916231e+02,-5.945014e-01,-2.168507e-01,-7.743021e-01
17,lzya,normal,5.021497e+02,3.057813e+02,6.276187e+02,1.677970e-01,5.009994e-01,-8.490252e-01
18,rzya,normal,1.854605e+02,4.163987e+02,3.928560e+02,9.733707e-01,2.185276e-01,-6.924718e-02
19,brg,normal,5.126976e+02,4.581690e+02,2.992198e+02,3.627833e-01,8.068988e-01,-4.661572e-01
20,pari,normal,5.787632e+02,3.893203e+02,1.892453e+02,6.304637e-01,6.893908e-01,-3.567295e-01
21,paro,normal,6.135166e+02,2.897520e+02,8.083344e+01,1.386240e-01,3.552538e-01,-9.244339e-01
22,nas,normal,3.561057e+02,5.182986e+02,5.823678e+02,5.314066e-02,8.804901e-01,4.710766e-01
23,nsl,normal,1.913458e+02,4.996921e+02,8.186198e+02,4.424086e-02,9.818217e-01,1.845774e-01
24,ids,normal,1.478020e+02,4.040306e+02,8.239344e+02,-3.942437e-01,7.911945e-01,4.675288e-01
25,leam,normal,6.375736e+02,1.500490e+02,3.336853e+02,5.577918e-01,-7.954324e-01,2.369719e-01
26,ream,normal,3.288177e+02,2.577458e+02,1.127947e+02,-2.907129e-01,-4.251879e-01,-8.571472e-01
27,rpmn,normal,3.510179e+02,5.234568e+02,5.524727e+02,6.111493e-01,7.420163e-01,2.755151e-01
28,lpmn,normal,3.842259e+02,5.144606e+02,5.717526e+02,9.234096e-01,3.825562e-01,-3.107029e-02
29,aapl,normal,3.200310e+02,1.992937e+02,6.097719e+02,-4.638633e-01,7.621194e-01,4.516689e-01
30,sial,normal,4.001462e+02,1.899520e+02,5.153749e+02,6.253913e-01,3.730058e-01,-6.853849e-01
31,tmal,normal,5.398644e+02,5.966087e+01,4.018403e+02,9.178638e-01,9.736124e-02,-3.847684e-01
32,pmcl,normal,6.023983e+02,1.772475e+02,4.165723e+02,7.966154e-01,-6.006714e-01,6.780656e-02
33,iiaml,normal,2.051382e+02,1.455042e+02,6.512278e+02,-2.804093e-01,-9.188551e-01,2.776253e-01
34,lsiar,normal,2.009643e+02,2.134578e+02,6.794397e+02,4.851702e-01,6.568735e-01,-5.771715e-01
