Landmarks,34,v1.0,(cm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,laalf,normal,5.695931e+01,1.885174e+01,5.624815e+01,-6.524777e-02,-7.137357e-02,-2.546646e-02
2,raalf,normal,5.540165e+01,1.955559e+01,5.894907e+01,-4.621289e-02,-2.582173e-02,-8.483871e-02
3,lflac,normal,7.049427e+01,3.518213e+01,4.988889e+01,8.543019e-02,5.186659e-02,-3.396810e-03
4,rflac,normal,6.180878e+01,3.973299e+01,6.380247e+01,5.033231e-02,7.661718e-03,8.606949e-02
5,lfsq,normal,6.714091e+01,5.419784e+01,3.692319e+01,8.718805e-02,4.340278e-02,2.268132e-02
6,rfsq,normal,5.330996e+01,6.231236e+01,5.439915e+01,3.611980e-02,5.726712e-02,7.359236e-02
7,lmax,normal,6.438838e+01,1.177700e+01,6.050275e+01,7.252616e-02,-6.884576e-02,4.636135e-04
8,rmax,normal,5.899123e+01,1.444973e+01,6.715460e+01,1.248130e-02,-3.429298e-02,9.310322e-02
9,lorb,normal,6.696674e+01,2.599577e+01,4.781010e+01,1.673542e-02,1.622985e-02,9.724463e-02
10,rorb,normal,5.486886e+01,3.367286e+01,6.571486e+01,9.370494e-02,-3.267964e-02,1.230552e-02
11,lmaxna,normal,7.008525e+01,2.251897e+01,5.885281e+01,3.808888e-02,1.435225e-02,9.134139e-02
12,rmaxna,normal,6.364899e+01,2.275356e+01,6.863576e+01,1.631527e-02,4.385161e-02,8.837900e-02
13,lpto,normal,5.157795e+01,6.464568e+01,1.072094e+01,5.413050e-02,-3.469229e-02,-7.659200e-02
14,rpto,normal,3.039898e+01,7.809352e+01,4.230131e+01,-7.123146e-02,3.307828e-02,6.190239e-02
15,lsqzy,normal,5.730783e+01,5.295801e+01,1.698111e+01,-2.228259e-03,4.420160e-02,-8.967303e-02
16,rsqzy,normal,3.391016e+01,6.704866e+01,5.097183e+01,-8.844159e-03,6.970258e-02,7.115710e-02
17,lzya,normal,6.425825e+01,3.506294e+01,3.049572e+01,5.708300e-02,7.895316e-02,-2.253729e-02
18,rzya,normal,4.223498e+01,4.710035e+01,6.221140e+01,-1.905968e-02,9.801510e-02,-5.456212e-03
19,brg,normal,5.895654e+01,6.767758e+01,4.037031e+01,7.932540e-02,6.086688e-02,-1.644369e-03
20,pari,normal,5.085120e+01,7.871464e+01,3.074948e+01,1.787355e-02,9.565232e-02,-2.304712e-02
21,paro,normal,4.161487e+01,8.544933e+01,2.241119e+01,1.775968e-02,8.899973e-02,-4.199572e-02
22,nas,normal,6.689313e+01,4.273672e+01,5.548220e+01,1.199653e-02,4.328478e-02,8.934490e-02
23,nsl,normal,6.915057e+01,1.534661e+01,6.795943e+01,5.183326e-02,2.448529e-02,8.193768e-02
24,ids,normal,6.078900e+01,9.868938e+00,6.480476e+01,3.420200e-02,1.441060e-02,9.285773e-02
25,leam,normal,4.690841e+01,5.892283e+01,1.046062e+01,-1.794634e-02,5.862315e-03,-9.820164e-02
26,ream,normal,2.534469e+01,7.101587e+01,4.120808e+01,-7.170931e-02,6.492598e-02,-2.534549e-02
27,rpmn,normal,6.596153e+01,4.481314e+01,5.645975e+01,8.247216e-02,2.593637e-02,5.025584e-02
28,lpmn,normal,6.783213e+01,4.361486e+01,5.372876e+01,4.413579e-02,-1.723229e-03,8.971657e-02
29,aapl,normal,4.614761e+01,2.531570e+01,3.772152e+01,-2.625523e-02,-3.199390e-02,9.103326e-02
30,sial,normal,4.588986e+01,3.565680e+01,3.054208e+01,4.846696e-02,7.482755e-02,-4.529671e-02
31,tmal,normal,3.924413e+01,4.465728e+01,1.176748e+01,1.712207e-02,5.251271e-02,-8.336216e-02
32,pmcl,normal,5.094328e+01,5.120677e+01,1.497075e+01,1.451990e-02,2.295155e-03,-9.891362e-02
33,iiaml,normal,4.001982e+01,1.545061e+01,4.289033e+01,-2.276633e-02,-9.255762e-02,-3.024532e-02
34,lsiar,normal,4.507306e+01,1.602269e+01,4.705148e+01,7.925837e-02,4.387957e-02,-4.234020e-02
